Wikipedia movie ID,Movie name,Movie release year,Movie box office revenue,Movie countries,Movie genres,Summary,Sentiment,vote_average,Corrected_Theme
1371113,Being Julia,2004,23727083.931160152,"['United States of America', 'Canada', 'United Kingdom', 'Hungary']","['LGBT', 'Romantic comedy', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']","Set in London in 1938, the film focuses on highly successful and extremely popular theatre actress Julia Lambert, whose gradual disillusionment with her career as she approaches middle age has prompted her to ask her husband, stage director Michael Gosselyn, and his financial backer, Dolly de Vries, to close her current production to allow her time to travel abroad. They convince her to remain with the play throughout the summer, and Michael introduces her to Tom Fennel, an enterprising American who confesses his deep appreciation of her work. Seeking the passion missing from her marriage, and anxious to fill the void left when her close friend Lord Charles suggested they part ways to avoid scandalous gossip, Julia embarks on a passionate affair with the young man and begins to support him so he may enjoy the glamorous lifestyle to which she has introduced him. Their relationship revives her, sparking a distinct change in her personality. Always hovering in the background and offering counsel is the spirit of her mentor, Jimmie Langton, the theatrical manager who gave Julia her start and made her a star, while flesh-and-blood Evie serves as her personal maid, dresser, and confidante. Michael suggests they invite Tom to spend time at their country estate, where he can become better acquainted with their son Roger. At a party there Tom meets aspiring actress Avice Crichton, and when Julia sees him flirting with the pretty young woman she becomes jealous and anxious and angrily confronts him. He slowly reveals himself to be a callous, social-climbing, gold-digging gigolo, and Julia is shattered when their affair comes to an end. Avice, now romantically involved with Tom, asks him to bring Julia to see her perform in a play in the hope the actress will convince her husband to cast her in a supporting role in Julia's upcoming new project. The play is dreadful and Avice is not much better. Backstage, Julia compliments her even worse co-star and barely acknowledges Avice, although she promises to tell Michael about her. Afterwards, she forces Tom to admit he loves Avice, then - although her heart is broken by his admission - she assures him she will insist the ingenue be cast in her next play. When Julia's performance in her current play begins to suffer due to her personal discontent, Michael closes the production and Julia visits her mother and Aunt Carrie in Jersey, where Lord Charles comes to visit her. Julia suggests a romantic tryst, and he gently tells her that he's gay. Meanwhile, back in London, Avice auditions for Michael and, although Julia resents her, she is given the role. Julia returns home to begin rehearsals for the new play. Shortly after, she learns from her son that Avice has been one of Michael's casual trysts. Still, she is uncharacteristically solicitous toward the girl, making suggestions that place her in the spotlight and insisting her own wardrobe be drab to allow Avice to shine. What her director and fellow cast members don't realize is there's a method to her seeming madness - Julia has planned her sweet revenge for the opening night performance, during which she successfully affirms her position as London theatre's foremost diva.",positive,6.537,disillusionment
543162,Boys Don't Cry,1999,21549246.52899212,['United States of America'],"['Crime Fiction', 'Gay', 'Gay Interest', 'Drama', 'Docudrama', 'Gay Themed', 'Romance Film']","Brandon Teena  is a young female-to-male non-operative transgender man, whose birth name was Teena Renae Brandon. When Brandon is discovered to be anatomically female by the brother of a woman he once dated, he becomes the target of physical threats. Not long after, he is involved in a bar fight and is evicted from his cousin's trailer. Brandon moves to Falls City, Nebraska where he cultivates friendships with ex-convicts John Lotter  and Tom Nissen ,  and their friends Candace  and Lana Tisdel . Brandon becomes romantically involved with Lana, who is unaware of his biological sex and troubled past. The two make plans to move to Memphis, where Brandon will manage Lana in a karaoke career. Brandon is detained for charges that arose prior to his relocation and placed in the women's section of the Falls City prison. Lana bails Brandon out. After Lana asks why Brandon was in a women's prison, Brandon lies to her, saying he was born a hermaphrodite and will soon receive a sex change. Lana declares her love for Brandon, ""no matter what he is."" Tom and John become suspicious after they read a newspaper article about Brandon that refers to him by his birth name, Teena Brandon. Tom and John force Brandon to remove his pants, revealing his genitals. They try to make Lana look, but she shields her eyes and turns away. After this confrontation Tom and John chase Brandon to an isolated location, where they beat and violently rape him. Afterward, they take Brandon to Nissen's house. Though injured, Brandon escapes through a bathroom window. Having been threatened by his assailants and told not to report the attack to the police, a distressed Brandon is nonetheless convinced by Lana to file a report. One evening, John and Tom get drunk, and decide to kill Brandon. Despite Lana's attempts to stop them, John and Tom drive to Candace's remote house where they find Brandon, who has been hiding in a shed on Candace's property. John shoots Brandon under the chin, and Tom shoots Candace in the head while Lana fights them and screams for them to stop. John stabs Brandon's lifeless body and Tom attempts to shoot Lana, but is stopped by John. John and Tom flee the scene, while Lana lies with Brandon's dead body. The next morning, Lana wakes up on Brandon's dead body. Her mother arrives and takes an emotionally wrenched Lana away from the scene. The film ends with Lana leaving Falls City while a letter Brandon wrote her is read in a voice-over.",negative,7.445,identity
497109,Party Monster,2003,1257549.663913744,"['United States of America', 'Netherlands']","['Crime Fiction', 'LGBT', 'Biography', 'Indie', 'Period piece', 'Drama', 'Black comedy', 'Crime Thriller']","Based on the book Disco Bloodbath, by James St. James, the film opens with Michael Alig as a small-town outcast who lived with his mom before moving to New York. Michael learns the New York party scene from James St. James, who teaches him the ""rules of fabulousness"", which mostly revolve around attracting as much attention to oneself as possible. Despite James' warning, Alig hosts a party at Limelight, a local club which is owned by Peter Gatien, and soon becomes the hottest club in New York, with Alig at the head. Alig is named ""King of the Club Kids"" and goes on a cross country journey in search of more club kids. Alig and James pick up Angel Melendez, Gitsie, and Brooke. Soon after meeting, Gitsie becomes Alig's new girlfriend. However, after Michael descends further into drug abuse, his life starts to spiral out of control, eventually culminating in his involvement in the murder of Angel. Gitsie and Michael decide to go to rehab and treat it as a ""Second Honeymoon"", leaving James behind. James then begins to write his ""Great American Novel"" published as Disco Bloodbath and later as Party Monster.",positive,5.817,debauchery
1623960,Brokeback Mountain,2005,286894998.5897862,['United States of America'],"['LGBT', 'Gay', 'Western', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama', 'Romance Film']","In 1963, Ennis Del Mar  and Jack Twist  are hired by Joe Aguirre  to herd his sheep through the summer in Wyoming. After a night of heavy drinking, Jack makes a sexual pass at Ennis, who is initially apprehensive but then succumbs to Jack's advances. Although he warns Jack that it was a one-time incident, they develop a sexual and emotional relationship. Shortly after learning their summer together is being cut short, they briefly fight, and each is bloodied. After Jack and Ennis part ways, Ennis marries his longtime fiancée Alma Beers  and fathers two children. Jack returns the next summer, but Aguirre, who witnessed Jack and Ennis on the mountain, does not re-hire him. Jack meets, marries and starts a family with rodeo rider Lureen Newsome . After four years, Jack visits Ennis. Upon meeting the two kiss passionately, which Alma accidentally witnesses. Jack broaches the subject of creating a life together on a small ranch, but Ennis, haunted by a childhood memory of the torture and murder of a man suspected of homosexual behavior, refuses. He is also unwilling to abandon his family. Ennis and Jack continue to meet for infrequent fishing trips. The marriages of both men deteriorate. Alma and Ennis eventually divorce. Ennis sees his family regularly until Alma finally reveals her knowledge of the nature of his relationship with Jack by making homophobic remarks which incites a violent argument. Ennis subsequently severs his ties with Alma. Lureen abandons her rodeo days and becomes a businesswoman with her father and expects Jack to work in sales. Hearing about Ennis's divorce, Jack drives to Wyoming hoping they can live together, but Ennis refuses to move away from his children. Jack finds solace with male prostitutes in Mexico. Ennis meets and has a brief romantic relationship with a waitress, Cassie Cartwright . Jack and Lureen meet and befriend another couple, Randall and Lashawn Malone, and it is implied that Jack and Randall begin an affair behind their wives' backs. At the end of a fishing trip, Ennis attempts to push back their next meeting. An argument erupts over Jack's frustration at seeing Ennis so infrequently and Ennis blames Jack for being the cause of his own conflicted emotions. Jack attempts to hold him and there is a brief struggle, but they end up locked in an embrace. A flashback of Ennis saying goodbye to Jack during their summer on Brokeback Mountain fades back to Jack watching Ennis drive away. Sometime later, a postcard Ennis sends to Jack is returned stamped ""Deceased"". In a telephone conversation, Lureen tells Ennis that Jack died when a tire he was changing exploded; while listening, Ennis imagines Jack being beaten to death by a gang. Jack's actual fate is left ""deliberately ambiguous"".{{cite journal}} Lureen tells Ennis that Jack wanted to have his ashes scattered on Brokeback Mountain, but she does not know where it is. Ennis travels to meet with Jack's mother and father , where he offers to take Jack's ashes – but the father refuses, preferring to have them interred in a family plot. In Jack's childhood bedroom, Ennis finds the bloodstained shirt he thought he lost on Brokeback Mountain, realizing that Jack kept it hanging with the bloodstained shirt Jack himself wore during that fight. Ennis holds them up to his face, breathing in their scent and silently weeping. Jack's mother allows him to keep the shirts. Later, 19-year-old Alma Jr.  arrives at her father's trailer with the news that she is engaged. She asks Ennis for his blessing and invites him to the wedding. Ennis asks her if her fiancé really loves her, and she answers ""yes"". After Alma's departure, Ennis goes to his closet. Hanging on a nail pounded into the door are the shirts, with a postcard of Brokeback Mountain tacked above. Now Jack's shirt is tucked inside of Ennis's. Ennis fastens the top button of Jack's shirt, and with tears in his eyes mutters, ""Jack, I swear..."" while straightening the postcard, before closing the door and walking away.",negative,7.799,love
1428955,My Beautiful Laundrette,1985,7183024.643489176,"['England', 'United Kingdom']","['LGBT', 'Indie', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Romance Film']","Omar Ali is a young man living in 1980s London. His father, Hussein, is a Pakistani journalist who lives in London but hates Britain and its international politics. His dissatisfaction with the world and a family tragedy has caused his alcoholism to take over, so that Omar has to take care of him. By contrast, Omar's paternal uncle Nasser is a successful entrepreneur and an active member of the London Pakistani community. Omar's father asks his uncle to give him a job and, after working for a brief time as a car washer in one of his uncle's garages, he is assigned the task of running a run-down laundrette and turning it into a profitable business. At Nasser's, Omar meets a few other members of the Pakistani community: Tania, Nasser's daughter and possibly a future bride; and Salim, who traffics drugs and hires him to deliver them from the airport. While driving Salim and his wife home that night, the three of them get attacked by a group of right-wing extremists shouting racist slogans. Among them, Omar recognizes an old friend of his, Johnny. Omar asks Johnny to resume their friendship. Johnny decides to help with the laundrette and they resume a romantic relationship which  had been interrupted after school. Running out of money, Omar and Johnny sell one of Salim's drug deliveries to make cash for the laundrette redecoration. The laundrette becomes a success. At the opening day, Nasser visits the store with his mistress, Rachel. They dance together in the laundrette while Omar and Johnny are having sex in the back room. Omar and Johnny are almost caught by Nasser, but Omar claims they were sleeping. Tania confronts Rachel about having an affair with her father, Nasser. Nasser and Rachel leave the laundrette and fight in the road; Rachel storms off because she feels humiliated by Tania and her presence. Later in the film, she falls ill with a skin rash apparently caused by a ritual curse from Nasser's wife, and Rachel decides to leave him. Omar, while drunk, proposes to Tania. She agrees on the condition that Omar gathers money. Omar's father also stops by, late in the night, and appeals to Johnny to persuade Omar to go to college because he is unhappy with his son running a laundrette. Omar decides to take over two laundrettes owned by a friend of Nasser, with the help of Salim. Salim drives Johnny and Omar to view one of the properties, and he expresses his dislike of the British non-working punks . Salim attempts to run over the group of punks who had previously attacked Omar's car and injures one of them. The group of working class punks decides to wait for Salim around the laundrette. While the punks circle the laundrette, Tania drops by and tells Johnny she is leaving and asks if he will come with her. He refuses Tania by revealing his relationship with Omar, and she departs. When Salim enters the laundrette, the punks trash his car. Upon noticing their destruction, he runs out of the laundrette and is then ambushed and attacked. He is beaten and bloodied until Johnny decides to save him, despite their mutual dislike. The punks turn their attention to attacking Johnny instead for supporting the Pakistani community, and beat him savagely until he is saved by Omar. The film cuts to Nasser visiting Omar's father, and their discussion about Omar's future. Nasser sees Tania at a train platform while she is running away, and he shouts to her but she disappears. Omar proceeds to clean up Johnny's wounds, and the two bond. The film ends with them playfully splashing each other with water from a sink while topless, implying they are continuing their relationship.",negative,6.763,identity
903297,Foxfire,1996,516061.0972238318,['United States of America'],"['LGBT', 'Crime Fiction', 'Indie', 'Coming of age', 'Film adaptation', 'Drama', 'Teen']","Foxfire is narrated by Maddie Wirtz, a high school senior living a rather normal life in the suburbs of Portland, Oregon. Maddie is in control of her life, with a boyfriend, and plans to go to art school. One day in science class, the students are watching the teacher Mr. Buttinger try to make Rita Faldes dissect a frog. A mysterious and beautiful leather jacket-clad ""new student"" stands up to Mr. Buttinger and releases Rita's frog. When Mr. Buttinger sentences them both to detention, the drifter reveals that she's not a new student after all, and escapes through the same window as the frog. Later, in the girls' restroom, the drifter and some other girls are listening to Rita describe Mr. Buttinger's untoward advances. When the drifter says the only way to stop the teacher is to stick together, the only girls to stay are Rita, Violet, and Maddie. When detention time comes, Mr. Buttinger indeed begins his advances toward Rita, but is startled by Violet's entry. When Maddie and the drifter come in soon after, he realizes the situation is becoming serious. The girls confront the teacher about his abuse, and they become involved in a physical altercation, which ends when the ordinarily shy Rita slams his face against a lab bench and tells him ""if you ever put your hands on me again, I'm gonna snip your little nuts off with my toenail clippers."" At this point Goldie Goldberg walks in, and joins the assault by declaring ""this is great; Buttinger is such a fuck."" The girls run from the school and then decide to go home. At Maddie's house, Maddie is surprised by a knock at the window, which turns out to be the stranger from the earlier assault, there to return Maddie's dropped address book. The girl tells Maddie she's a drifter who got kicked out of school ""for thinking for herself."" Maddie agrees to let her sleep on the floor. The next morning, Maddie catches up with the girl on a bridge. The girl tells Maddie her name is ""Legs"", and brings Maddie's art supplies up onto the bridge. Maddie, who is afraid of heights, can't join her. A truck startles Legs, who drops the art portfolio over the edge of the bridge. Legs climbs over the edge of the bridge to retrieve the bag, which deeply impresses Maddie. As they part, Maddie tells Legs of an abandoned house up the river where Legs could stay. At school, the girls are called in to the principal's office, where their claims of sexual harassment fall on deaf ears, and they are suspended for three weeks. The girls are escorted off campus, and Maddie is not allowed to retrieve her art school portfolio. Instead of going home with the news of their suspension, they all decide to go to the abandoned house up the river. There they meet Legs, who suggests they break into the school to get Maddie's portfolio. The girls sneak into the high school through a vent, and go into the art room. While the other girls are busy collecting Maddie's work, Goldie is put off by an unflattering Polaroid, and moves into a side room to smoke a joint. She throws her match into a pile of oily rags, starting a fire, and setting off the sprinklers. The girls have to escape the police who come to investigate, and eventually reconvene at the house. Back at the house, Legs decides to commemorate the night by giving herself a tattoo of a flame on her breast. One by one, the other girls ask Legs to give them the same tattoo. This act dictates the final bond that tie the girls together. However, things start to go terribly wrong. First, Maddie is threatened by a group of jocks who dislike the idea of the girls reporting their abusive teacher, since he is also the coach of their football team. During an attempt to ""teach her"" a lesson, she is rescued by the rest of the group and they steal Dana's  car, with Legs driving. Eventually, after running into some cops on patrol, they continue their run after Legs refuses to stop, leading to an accident which in turn leads to Legs being put in a correctional facility. The girls continue on, but aren't as close-knit anymore. Goldie gives in to the pressure and runs away from home. Maddie somehow finds her and brings her back to the abandoned house. After Legs gets out, she returns to the ""hang out"", and is shocked to see Goldie's state. She, together with Maddie, go to Goldie's  parents home, demanding 10 grand for rehabilitation purposes for Goldie. When her father refuses, Legs threatens him with his own gun and takes him hostage to the house, where they tie him to a chair and pressure him for the money. Goldie, oblivious to this, is startled to see her dad and calls out to him in surprise. This however, surprises Rita, who accidentally shoots Goldie's father in the chest. Chaos ensues, but the girls keep calm and decide to take him to the hospital. Rita drives the others while Maddie and Legs stay back. The scene towards the end of the film centers around Legs and her relationship with Maddie. Legs is done with her current circumstances and surroundings and is shown walking the highway again, looking for a ride. It is this same highway upon where Maddie almost lost her art portfolio. Maddie finds Legs and calls out to her in an attempt to make her stay. Legs is hesitant, but holds to her decision to leave. Upon Maddie's disappointment, Legs asks her to come along. After thinking for a while about her future, Maddie decides to stay but assures Legs that she will never forget her. Legs, hopeful that Maddie will choose to come along, is slightly overwhelmed, but understands and reciprocates, by telling Maddie she will always be in her heart. As Legs' boards the truck that stopped, Maddie watches it disappear down the road and walks over to climb the bridge (in the same way that Legs did, thus conquering her fear of heights. In a voice-over, we hear that Maddie has graduated high school, got accepted into art school, and has traveled half way around the world, stopping at airports and bus stops along the way. She has not seen Legs again, but she meets the others once in a while, and they get together to reminisce about the past.",negative,6.055,empowerment
331860,Trick,1999,3899636.311272088,['United States of America'],"['Romantic comedy', 'LGBT', 'Sex comedy', 'Gay', 'Musical', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film']","Gabriel , an office temp by day and aspiring Broadway composer by night, becomes smitten with Mark , a go-go dancer, in a gay bar with whom he makes eye contact. The two meet again in the subway that very night, and go back to Gabriel's place to have sex. They're thwarted in the attempt, however, first by Gabriel's aspiring actress friend Katherine , who is obsessed with her role in an adaptation of Salomé set in a women's prison, and then by Gabriel's roommate Rich , who returns home with his girlfriend Judy , with similar  plans for the apartment. Gabriel and Rich argue over which of them should get to use the apartment that night, and decide to settle the matter with a coin toss. When Gabriel loses the coin toss and he and Mark have to leave, Gabriel seeks out his friend Perry  to request the use of Perry's place. Unfortunately, as Perry escorts Gabriel and Mark there, they run into Perry's ex-boyfriend . Perry and his ex tearfully reconcile and they go back to Perry's, frustrating Gabriel and Mark yet again. The two then decide to hit a gay club for some dancing. There, a malicious drag queen  corners Gabriel in the restroom. She badmouths Mark to Gabriel, telling him of the time they tricked{{spaced ndash}}which sounds very much like how Gabriel and Mark met{{spaced ndash}}and how Mark left abruptly after climaxing, leaving her with a fake phone number to boot. Crushed by this news, Gabriel decides to take off. Mark follows Gabriel back to Gabe and Rich's apartment to talk{{spaced ndash}}and also because he's left his house keys there. They go in to look for the keys and try to talk things out while Judy mediates topless. Mark asserts that while he did indeed trick once with Miss Coco, it was actually the latter who tried to take advantage of him by secretly videotaping their encounter without Mark's consent. Gabriel accepts this story but still doesn't trust Mark, so Mark angrily leaves. Judy then finds Mark's keys, and Gabriel chases after Mark with them down into the New York subway system. Just when it seems that Mark is gone forever, he reappears; he and Gabriel made a connection after all. Having reconciled, they decide to get something to eat but{{spaced ndash}}in yet another turn of events{{spaced ndash}}run into Katherine and some of her theatre friends at a diner, where Katherine proceeds to monopolize the conversation. Gabriel finally blows up at her, and Katherine, humiliated, melts down and leaves in a huff. Gabriel chases after her and apologizes; they smooth things over and Katherine and Company depart. As the new morning dawns, Mark gives Gabriel his phone number, they kiss, and Mark heads home. Gabriel calls the number on a nearby payphone, and is relieved to learn that it's Mark's actual number. While they never found a spot to trick, Mark and Gabriel instead formed a budding relationship beyond the simple one-night-stand they'd first been trying for.",positive,6.983,connection
32913943,Circumstance,2011,634388.72235671,"['United States of America', 'France', 'Iran']","['LGBT', 'Drama', 'World cinema']","Atafeh  is the teenage daughter of a wealthy Iranian family in Tehran. She and her best friend, the orphaned Shireen  attend illicit parties and experiment with sex, drinking, and drugs. Atafeh's brother Mehran  is a recovering drug addict who becomes increasingly religious and obsessed with Shireen, coinciding with the collapse of his once-strong relationship with his sister. The heads of the family are the Hakimi parents, Firouz and Azar, who reminisce on their youth and what has become and what will become of their family.",positive,6.812,rebellion
2541588,Lilies,1996,602553.1793003723,['Canada'],"['LGBT', 'Gay Themed', 'Gay', 'Period piece', 'Gay Interest', 'Drama', 'Film adaptation', 'Romance Film']"," Lilies is set in a Quebec prison in 1952. Jean Bilodeau , the local bishop, is brought to the prison to hear the confession of Simon Doucet , a dying inmate. But Doucet in fact has a very different revelation for Bilodeau: he has enlisted his fellow inmates to stage a play set in 1912, when Bilodeau and Doucet were childhood friends.  Most of the film consists of the play within the film, presented by the inmates for Bilodeau and Doucet. Because it is taking place within a prison, the female roles are portrayed by the male prisoners. The young Bilodeau and Simon are performed by younger inmates . The play dramatizes a period during Bilodeau and Simon's childhood in Roberval, Quebec, when they were both coming to terms with their homosexuality. Simon has a romantic relationship with Vallier , while Bilodeau remains repressed and tries desperately to convince Simon to join the seminary with him. All three are involved in a school play dramatizing the martyrdom of Saint Sebastian, with Simon in the lead role. The St. Sebastian play's homoerotic undertones contribute to Bilodeau's sexual awakening, which involves an unrequited love for Simon. Bilodeau recognizes the nature of the relationship between Simon and Vallier, and confronts them one afternoon after the rehearsal of the St. Sebastian play. Simon and Vallier attack and subdue Bilodeau, so that Simon can engage him in a derisively passionate kiss. In the middle of the kiss, Vallier's mother, the Countess de Tilly  enters the arena, forcing Simon to break off the kiss and flee. Vallier's mother  is unperturbed at what she has seen, and has Vallier escort her to the arrival of a Parisian aristocrat arriving in a hot air balloon. Simon's father is also at the arrival, where Vallier's mother unwittingly reveals to him that she saw his son passionately kissing Bilodeau. In a rage, Mr. Doucet finds Simon and brutally beats him, to the point where he must find medical attention for his wounds. He chooses to see a Parisian doctor staying at the hotel in town , and he meets Lydie-Anne , a young Parisian baroness. Because of the beating, Simon renounces his love for Vallier and appears to fall in love with Lydie-Ann, eventually becoming engaged to her. However, Vallier's mother, encourages Vallier to attend the engagement party and declare his love for Simon. At the party, it becomes apparent that Simon never stopped loving Vallier and was only using Lydie-Ann to pass as heterosexual. Because her feelings are hurt, Lydie-Ann reveals to Vallier's mother that her estranged husband is living happily in Paris with a new wife and child. She also tells her that she came to Roberval on the recommendation of Vallier's father, and while he mentioned structures and the landscape of the town, he never once spoke of the wife or child he left behind there. After the party, Simon and Vallier meet for one last romantic encounter. Afterwards, Vallier's mother says that she will be going to Paris, and invites Simon and Vallier to see her off. Instead, she leads them to a place in the woods, where she lies down in a shallow grave and has Vallier strangle her to death. Bilodeau witnesses the murder, and is spurred to confess his love for Simon. When rejected, he sets fire to the room where Vallier and Simon are staying and locks the door, so that they cannot escape. Because there are no windows and no other way to ventilate the space, the two young men are soon overcome by the smoke and heat. Bilodeau is remorseful and returns in time to drag Simon to safety, but leaves Vallier in the room. Bilodeau falsely tells the policemen who have arrived on the scene that Vallier is already dead, so they do not go back to save him, and he perishes in the flames.  The play reveals that Vallier's murder is the crime for which Simon Doucet was falsely arrested and convicted. Thus, the play was designed not as Doucet's confession of his sins, but a ploy to extract a confession of guilt from Bilodeau. As a result, Bilodeau asks Doucet to kill him, but Doucet refuses.",positive,8.4,repression
143812,Three to Tango,1999,19748977.19547778,"['United States of America', 'Australia']","['Romantic comedy', 'LGBT', 'Comedy of Errors', 'Romance Film', 'Comedy']","Set amidst Chicago's swing music revival of the late 1990s, Oscar Novak , an aspiring architect and his business partner, Peter Steinberg , have just landed a career-making opportunity with a Chicago tycoon Charles Newman  who has chosen them to compete for the design of a multimillion dollar cultural center. In a ploy for publicity, Newman has pitched Oscar and Peter in a neck-and-neck competition with their archrivals and former colleagues, the hugely successful  Decker and Strauss. In a comic twist Oscar is mistaken for a gay man when meeting with Charles Newman . Under the mistaken impression that Oscar is homosexual, and therefore a safe companion for his girlfriend Amy , he asks Oscar to keep an eye on her for him and make sure that she doesn't talk to his wife. Oscar falls for Amy virtually on sight, but she thinks he's gay. He is forced to maintain the charade to avoid getting into trouble with Newman, and losing the commission. Matters become complicated when a news article about Oscar and Peter's homosexual status is published in the Business paper, leaving Oscar in the increasingly frustrating position of having to fend off advances from various gay men while convincing his friends and family that he is simply pretending to be gay; Amy even sets him up on a date with her ex-boyfriend, football player Kevin Cartwright, but Oscar manages to defuse the situation by saying that he's in love with someone else. Despite the embarrassing misconceptions, Oscar forms a close bond with Amy as they continue to spend time together-to the extent that Amy moves in with him after she is kicked out of her apartment-Amy sharing various personal stories with Oscar. At the final presentation for the cultural center, Oscar and Peter receive the commission, but Oscar is simultaneously told that he has won the award for Gay Professional Man of the Year, with Newman deciding that he will reveal his decision after the ceremony. After an awkward meeting between Amy and Newman's wife at the party, she and Oscar go to a bar, but Amy leaves in frustration after she nearly kisses him, prompting a brief argument between her and Oscar where Oscar states that her relationship with Newman has no future, with the only reason they haven't argued after over a year being that Newman doesn't care enough to fight with her, while Amy counters that Oscar is hardly in a position to give her advice on romance, having simply been playing it safe by spending time with her as he hasn't been on a date since she met him. After spending the day alone, Oscar attends the award ceremony for Gay Professional Man of the Year. Although he initially continues his charade, while looking out at the people before him, he instead makes a passionate speech about how he admires all the men and women here who were able to tell the truth to their families about how they feel, ending the speech by ""coming out of the closet"" as he admits that he's straight and in love with Amy; even if he simultaneously destroys any hope of being with her by doing so, he felt that everyone in the room deserves the same kind of honesty that they have given their own families. As he is applauded for having the courage to admit the truth, he runs after Amy, only for her to punch him and Newman before walking out of the theatre in a rage, leaving Peter to accept a date with Kevin. However, as Oscar sits in a restaurant where he and Amy ate together on the night they met, Amy comes to see him, admitting that she loves him too, followed by their first kiss. In a post-credit sequence, Newman's wife convinces him to go with Oscar and Peter's design despite his own claims to go with the other firm, revealing that she knew about him and Amy and informing him bluntly that Oscar and Peter did the better job.",positive,5.721,love
24770245,Howl,2010,1679411.12463808,['United States of America'],"['LGBT', 'Indie', 'Fictional film', 'Animation', 'Period piece', 'Drama', 'Biographical film', 'Courtroom Drama']","Howl explores the life and works of 20th century American poet, Allen Ginsberg. Constructed in a nonlinear fashion, the film juxtaposes historical events with a variety of cinematic techniques. It reconstructs the early life of Ginsberg during the 1940s and 1950s . It also re-enacts Ginsberg's debut performance of ""Howl"" at the Six Gallery Reading on October 7, 1955 in black-and-white. ‘Howl’ filmmakers talk youth culture, James Franco The reading was the first important public manifestation of the Beat Generation and helped to herald the West Coast literary revolution that became known as the San Francisco Renaissance.The readings by the other four Six Gallery poets are not recreated in the film. In addition, parts of the poem are interpreted through animated sequences. Finally, these events are juxtaposed with color images of the 1957 obscenity trial of San Francisco poet and City Lights Bookstore co-founder, Lawrence Ferlinghetti who was the first person to publish ""Howl"" in Howl and Other Poems.",positive,6.485,rebellion
1496793,Boys Life 2,1997,1034352.9273208758,['United States of America'],"['LGBT', 'Comedy-drama', 'Gay', 'Gay Interest', 'Coming of age', 'Gay Themed', 'Drama', 'Romance Film']","Compilation of four short films, ""Must Be the Music"", ""Nunzio's Second Cousin"", ""Alkali, Iowa"", and ""The Dadshuttle"", of gay interest.",positive,5.5,identity
4602108,Summer Storm,2004,3450332.567510457,['Germany'],"['LGBT', 'World cinema', 'Drama', 'Comedy', 'Gay Themed', 'Coming of age']","Teams from all across Germany descend on a quiet camping ground for a week of training leading up to a final rowing competition. The plot follows the members of the RSC rowing club from southern Germany as they train for the regatta. The boys are excited by the prospects of camping with a female rowing team from Berlin. However, by a stroke of fate, the Berlin girls' team cancels and is replaced by Queerschlag , a gay youth rowing team, and these boys are out proud and camp it up to their full potential. Amidst the sometimes tense interactions between the members of his team and those of Queerschlag, Tobi  is himself forced to confront his long-time feelings for his friend and team-mate Achim , who is already romantically involved with his girlfriend Sandra . Spurned by Achim, Tobi is devastated, but is partly consoled by his new friendship with Queerschlag member Leo . The tension between the members of the two teams culminates in a scene set to the backdrop of a summer storm, during which Leo confronts Tobi about his homosexuality in front of his fellow team-mates. Tobi denies being gay, and, in an attempt to defend him, one of his team-mates tells Tobi's girlfriend Anke  to tell the rest of his team-mates so. Anke, the only person to whom Tobi has confided his secret, remains silent. Ultimately, Tobi comes out to his fellow team-mates and his rowing team, who seem to accept Tobi no matter what, and they go on to compete with Queerschlag in the final regatta.",negative,6.687,identity
