Wikipedia movie ID,Movie name,Movie release year,Movie box office revenue,Movie countries,Movie genres,Summary,Sentiment,Theme,vote_average,budget,decade,War Related
19032190,Red Tails,2012,67514813.14044222,['United States of America'],"['Adventure', 'History', 'Historical fiction', 'Period piece', 'Drama', 'War film', 'Action']","In 1944, after enduring racism throughout their recruitment and training in the Tuskegee training program, the 332d Fighter Group of young African American USAAF fighter pilots are finally sent into combat in Italy, although flying worn-out Curtiss P-40 Warhawk aircraft. Chafing at their ground attack missions against trains and enemy ground transport, the Tuskegee Airmen recognize that they may never fight the Luftwaffe in fighter-to-fighter combat. The tight-knit group of Capt. Martin ""Easy"" Julian , Lt. Joe ""Lightning"" Little , Ray ""Ray Gun"" or ""Junior"" Gannon , and Samuel ""Joker"" George  under the guidance of Major Emanuel Stance  and Col. A.J. Bullard , face a white military bureaucracy still resistant to accepting black flyers as equals.An ""aviator call sign"" or ""callsign"" is a nickname given to a military pilot or other flight officer. With origins back to World War II, the call sign is a substitute for a name, and is used on name tags, aircraft and radio conversations, to simplify communications and possibly mask the origin of the person from the enemy. The call sign is given and was a source of contention with ""Junior"" Gannon who wants others to call him ""Ray Gun"".Powell, 2nd Lt. William. [http://www.af.mil/news/story.asp?idN Strife develops between roommates and best friends, Easy and Lightning, each of whom are battling their own inner demons; Lightning is a hotheaded and reckless pilot who takes too many risks, while Easy is an alcoholic prone to self doubt. After returning to base from a mission, Lightning spies a pretty Italian girl named Sofia , becomes instantly infatuated with her, and starts a relationship. Meanwhile, Stance is able to secure a chance to ""light up the board"" when the Tuskegee Airmen are chosen to support the Allied landings at Anzio, Italy known as Operation Shingle. There, they battle Messerschmitt Bf 109 fighters led by a German ace pilot they nickname, ""Pretty Boy"" , scoring their first aerial victories over the enemy, as well as destroying a German airfield. However, Ray Gun is injured during the battle and suffers impaired vision in one of his eyes. Ray Gun begs Easy to keep him on the flight roster who ultimately relents and allows him to keep flying. Bullard is then approached by the USAAF Bomber Command, who are impressed with the Tuskegee Airmen's performance and ask him to use his fighters as Boeing B-17 Flying Fortress bomber escorts due to unacceptably high casualties among bomber crews. Bullard accepts on the condition that his unit be supplied with the new North American P-51 MustangThe Tuskegee Airmen initially were equipped with Curtiss P-40 Warhawks fighter-bomber aircraft, briefly with Bell P-39 Airacobras , later with Republic P-47 Thunderbolts , and finally the fighter group acquired the fighter aircraft with which they became most commonly associated, the North American P-51 Mustang .<ref nameN. The tails of the aircraft are painted bright red and become the unofficial name of the outfit. Bullard noted that the flaw of previous escort fighters is that they would recklessly pursue German fighters at the cost of protecting the bombers, so he orders his pilots to stay with the bombers at all costs. Their first escort mission is a success, with the 332nd downing multiple Luftwaffe aircraft without the loss of a single bomber. However, Ray Gun is shot down and captured while Deke crash lands and nearly dies. As a result of his injuries, Deke is discharged, and Ray Gun is assumed to be dead. Easy realizes it was his fault Ray Gun was allowed to fly, blames himself and spirals deeper into alcoholism. Lightning, worried about his friend, makes a deal with Easy; he will follow orders and fly less recklessly as long as Easy remains sober. Meanwhile, attitudes against the Tuskegee Airmen begin to change as they earn the bomber crews' respect, even being allowed into the ""whites only"" officer's club. Ray Gun is sent to a POW camp, where he is recruited by a group of POWs who are planning to escape. The escape attempt is successful, but some of the POWs are spotted by a guard so Ray Gun draws the Germans' attention while the other POWs escape. One of the POWs manages to reach the 332nd's base and informs them about Ray Gun's sacrifice, assuming him to be dead. Later, Lightning finally proposes to Sofia and though she originally hesitates, she later accepts as long as he stays in Italy, which he agrees to do. The Tuskegee Airmen are then tasked with escorting the first American bombers to attack Berlin. However, despite their P-51s having more than enough fuel for the trip, the 332nd is only asked to escort the bombers on the first leg of their journey due to propaganda reasons. But the fighter squadron meant to relieve the 332nd never arrives, and Easy makes the decision to stay with bombers all the way. They are then attacked by Pretty Boy, now leading a flight of the revolutionary new Messerschmitt Me 262 jet fighters. Despite being outclassed by their superior speed and 30 mm cannon, the Tuskegee Airmen are able to shoot a few down. Pretty Boy manages to get on Easy's tail and is about to shoot him down, but at the last moment, Lightning attacks and kills Pretty Boy in a head-on attack. Although victorious, he is mortally wounded, and Lightning eventually crashes and dies. Easy is then forced to inform Sofia about Lightning's death and consequently overcomes his alcoholism for good. At Lightning's funeral, Ray Gun miraculously returns, having survived his escape from German captivity. Ultimately, the Tuskegee Airmen are awarded the Presidential Unit Citation in honor of their achievements.",negative,Courageous,6.476,78511299.28995542,2010.0,True
5615617,Shake Hands With the Devil: The Journey of Roméo Dallaire,2005,109962.89661418936,['Canada'],"['Culture & Society', 'Biography', 'Indie', 'History', 'War film', 'Political cinema', 'Social issues', 'Documentary']","Between April and June 1994, an estimated 800,000 Rwandans were killed in 100 days. Most of the dead were Tutsis by the hands of the Hutus. The genocide began when Rwandan president Juvenal Habyarimana's plane was shot down above Kigali airport on April 6, 1994. Canadian Armed Forces General Roméo Dallaire was put in charge of a United Nations peacekeeping force during this 1994 genocide. His proposal called for 5,000 soldiers to permit orderly elections and the return of the refugees. The soldiers were never supplied and the killing began. The documentary tells the story of the now-retired Lieutenant-General Dallaire, and shows his return to Rwanda after ten years. It features interviews with Stephen Lewis and BBC reporter Mark Doyle, among others.",negative,Genocide,,,2000.0,True
17344938,120,2008,5451137.341359358,['Turkey'],"['Historical fiction', 'Drama', 'War film']","During the Battle of Sarıkamış, the Ottoman army runs out of ammunition and appeals for help to the people of Van, who happen to have supplies. However, the First World War is on and all the men are fighting at the four corners of the empire and therefore can not respond to the appeal. The young children of Van want to do something and when the Principal of a school, who has lost a son in the war, suggests that they transport ammunition, 120 young boys aged 12 to 17 volunteer and take to the road. The movie tells the true story of the 120 boys and their sisters and mothers left behind, who wait for their return.",negative,Courage,6.224,,2000.0,True
7352271,Rendition,2007,40825918.49217479,"['United States of America', 'South Africa']","['Thriller', 'Drama', 'War film']","CIA analyst Douglas Freeman  is briefing a newly arrived CIA agent in a square in an unnamed country in North Africa  when a suicide attack kills this agent and 18 other people. The target was a high-ranking police official, Abasi Fawal , who is in liaison with the United States and whose tasks include conducting interrogations and overseeing the application of techniques amounting to torture. Fawal escapes unscathed. Egyptian-born Anwar El-Ibrahimi , a chemical engineer who lives in Chicago with his mother, his pregnant wife Isabella , and their young son, is linked to a violent organization by telephone records indicating that known terrorist Rashid placed several calls to Anwar's cell phone. Returning to the United States from a conference in South Africa, he is detained by American officials and sent to a secret detention facility near the location of the suicide attack depicted earlier, where he is interrogated and tortured. Isabella is not informed and all records of him being on the flight from South Africa are erased, although records remain of him boarding the plane at Cape Town International Airport and making a purchase en route. For lack of more experienced staff, Freeman is assigned to observe the interrogation of Anwar, whose interrogator is Fawal himself. After Freeman briefly questions Anwar, he is doubtful of Anwar's guilt, but his boss, Corrine Whitman , insists that the detention continue, justifying such treatments as necessary to save thousands from becoming victims of terrorism. Growing worried, Isabella travels to Washington DC to see old friend Alan Smith , who now works as an aide to Senator Hawkins , and plead with him to find out what has happened to her husband. She's first informed that there had been a mistake in South Africa and Anwar was not on the flight, but she presents his credit-card record, which shows that he purchased something at the in-flight duty-free shop; this confirms that he was on the flight. Smith slowly pieces together details of Anwar's detention. He is unable to convince the senator, nor Corrine Whitman, who had ordered the rendition, to release him, or to even openly acknowledge that the rendition had taken place. After the senator advises him to let it go , Smith advises Isabella to get an excellent lawyer he knows on the case, but she refuses. Upon hearing the confrontation from her office, his sympathetic secretary quietly tips Isabella off on when Whitman will be in her office next. The next day Isabella confronts Whitman, who avoids her questions and pretends to know nothing. Frustrated, Isabella storms out of the office--and goes into labor in the hallway. Eventually, Anwar confesses that he advised Rashid on how to make more powerful bombs and was promised $40,000 in return. Suspicious that it's a false confession, Freeman asks where the money is and Anwar replies that it should have been delivered to him in South Africa but the courier never arrived. Freeman's suspicions are confirmed when he has the names Anwar gives traced by Interpol and draws a blank. He then Googles the names and learns that they are the names of the Egyptian soccer team from the year Anwar left Egypt. He also expresses doubt as to whether Anwar would be willing to put his life, family, and job in danger for $40,000 when his annual salary is $200,000. He quotes Shakespeare's The Merchant of Venice in a discussion with the minister of the interior on the value of intelligence gathered through torture: :I fear you speak upon the rack :Where men enforced do speak anything. Without the consent of his superiors, and not caring what happens to him, Freeman gets a warrant for Anwar's release and sends him back to America via a clandestine ship to Spain. When Lee Mayers, his immediate boss, calls to tell him to give Anwar back to Abasi Fawal, he hangs up. Angered by the injustice Anwar has suffered, Freeman leaks the details of Anwar's detention to the American press, creating a scandal that humiliates Whitman and Hawkins. In a parallel storyline, Abasi's daughter Fatima  has run away from home with her boyfriend Khalid . Fatima sees a picture of Khalid's brother, but he does not tell her what has happened to him. Abasi is told that Khalid's brother was an inmate at his prison and later died. Fatima is unaware that Khalid is a member of a terrorist group until his friends are arrested at a planned march and he leads her to the terrorist group's base. Near the end of the movie, Fatima discovers a notebook that contains pictures of Khalid and his brother together, showing that they were extremely close, as well as a picture of the two brandishing AK-47s, then some pictures of a grief-stricken Khalid standing over his brother's corpse, some pictures of her father, and finally a statement saying that Khalid is doing a deed to avenge his brother's death. Realizing that Khalid's brother met his death at the hands of her father and that Khalid is about to assassinate him, she runs off. It is then revealed that this second story took place before the suicide attack.  At the town square Fatima begs him not to do it, arguing that the target is her father. After removing the pin of his detonator he hesitates, and is therefore killed by the organizers of the attack. As a result he releases the handle of the detonator, and the bomb explodes, killing Fatima. In the present, Abasi rushes to Khalid's apartment and discovers his grandmother grief-sticken over the loss of both her grandsons and Fatima. Abasi then realises that his daughter died trying to protect him and is filled with grief himself. The record of a phone call supposedly made by Rashid to Anwar is not explained in the film. However, earlier it was mentioned that phones are sometimes passed on from one person to another in order to avoid phone tracing . The film's director, Gavin Hood, stated in an interview that the lack of explanation on the call was deliberate, so as to create ambiguity on whether Anwar was guilty or innocent, and to let the viewer decide whether this ambiguity warranted torture.http://movies.about.com/od/rendition/a/rendition100907_5.htm",negative,Injustice,6.435,41522389.38330416,2000.0,True
583012,Rambo: First Blood Part II,1985,880172995.3848678,['United States of America'],"['Thriller', 'Action/Adventure', 'Action Thrillers', 'Action', 'War film']","John Rambo , having been tried, convicted, and sentenced to time at hard labor, is working in a labor camp prison when he gets a visit from his former commander, Colonel Sam Trautman . Trautman offers Rambo the chance to be released from prison after the events of the first film and given full clemency, but on condition of him going into Vietnam to search for POWs. Rambo meets Marshal Murdock ([[Charles Napier , an American bureaucrat who is in charge of the operation and he tells Rambo that the public is demanding knowledge about the POWs and they want a trained commando to go in and search for them. Rambo is briefed that he is only to photograph the POWs and not to rescue them, nor is he to engage any enemy soldiers. Rambo reluctantly agrees and he is then told that an agent of the US government will be there to receive him in the jungles of Vietnam. Rambo parachutes into the Vietnamese jungles, but loses most of his equipment in the process and is left only with his knives and his bow and arrows. He meets the agent, a local woman named Co-Bao , who wants to go to the US, and who arranges for her and Rambo to go upstream with a group of river pirates. Rambo comes to the camp, and in contradiction to his briefing, he finds the POW there and rescues one of them from torture. Later at the camp, a patrol discovers a dead sentry whom Rambo eliminated with a throwing knife. In response, a large patrol goes out into the jungles in search of the  intruder. Rambo, Co and the POW escape with the pirates, but are attacked by a Vietnam People's Navy gunboat and are promptly betrayed by the pirates, who fear the military's reprisals should they not cooperate; Rambo sends Co and the POW to safety and manages to destroy the gunboat with an RPG-7 and kill all the pirates. When Rambo calls for extraction, he is denied as Murdock fears what will happen to him and his party if the public come to know about it. Rambo and the POW are recaptured. Rambo's wrists are bound to an oxen yoke and he is lowered partially naked into a leech-infested cesspit . Later Rambo learns that the Soviet Army is aiding the Vietnamese and training them, and is tortured badly by a Soviet officer, Lt. Col. Podovsky  and his silent, robust henchman Sergeant Yushin . Rambo is ordered to contact the military and tell them that they should not send any more commandos for rescue operations in Vietnam. Meanwhile, Co enters the camp in the guise of a prostitute and comes to the hut in which Rambo is held captive. Rambo agrees to Podovsky's condition, but instead threatens Murdock on the radio that he is ""coming to get you."" With that, Rambo takes Podovsky and Yushin by surprise and escapes from there, with Co bursting on the scene and firing at the villains. He then escapes from captivity into a nearby jungle with Co's help. Co then tends to Rambo's wounds and begins to implore him to take her to the US. Rambo agrees and they kiss; however, they are then attacked by some Vietnamese soldiers and Co is killed. Rambo kills them all  and then buries Co's body in the jungle. Following his escape, the camp's Vietnamese soldiers and Soviet commandos are sent to look for him. Rambo assembles his weapons, and using guerrilla warfare tactics, is able to kill a large number of enemy troops in the jungle. He proceeds to a small enemy camp and destroys it and several vehicles with explosive arrows.http://www.youtube.com/watch?v=C9M3Cs-X6bo He hijacks a helicopter from the Soviets after throwing Sergeant Yushin out and proceeds towards the POW camp. He destroys most of the camp with the helicopter, then lands and arms himself with the machine gun that is mounted on the Huey, kills the remaining soldiers, and rescues all the POWs. They get to the helicopter and head towards the US camp in Thailand. Lt. Col. Podovsky chases them in his Mil Mi-24 helicopter gunship. Although Rambo's helicopter is heavily damaged by Podovsky's helicopter, he manages to land his helicopter on a river, then fakes his death. When Podovsky comes near him and gets careless, Rambo fires a rocket at Podovsky's chopper, destroying it. Rambo then returns to the base and wrecks Murdock's command center using the helicopter's machine gun. He threatens Murdock with a knife, challenging him to find and rescue the remaining POWs in Vietnam. Trautman then comforts Rambo and tries to pacify him. An angry Rambo responds that he only wants his country to love its soldiers as much as its soldiers love it. As Rambo leaves, Trautman asks him, ""How will you live, John?"" To which Rambo replies, ""Day by day."" The film credits roll as Rambo walks off into the distance while his mentor watches him.",negative,Redemption,6.619,128919960.39784056,1980.0,True
375183,Enemy at the Gates,2001,171454249.96173295,"['United States of America', 'Ireland', 'United Kingdom', 'Germany']","['Thriller', 'Historical fiction', 'Period piece', 'Drama', 'Suspense', 'War film', 'Romance Film', 'Action', 'Combat Films']","In 1942, Vassili Zaitsev , a shepherd from the Ural Mountains who is now a soldier in the Red Army, finds himself on the front lines of the Battle of Stalingrad. Sent on a suicidal charge against the invading Germans, he uses impressive marksmanship skills—taught to him by his grandfather from a young age—to save himself and commissar Danilov . Nikita Khrushchev  arrives in Stalingrad to coordinate the city's defenses and demands ideas to improve morale. Danilov, now a Senior Lieutenant, suggests that the people need figures to idolize, and publishes tales of Vassili's exploits in the army's newspaper that paint him as a national hero and propaganda icon. Vassili is transferred to the sniper division, and he and Danilov become friends. They also both become romantically interested in Tania , a citizen of Stalingrad who has become a Private in the local militia. Danilov has her transferred to an intelligence unit away from the battlefield. With the Soviet snipers taking an increasing toll on the German forces, German Major Erwin König  is deployed to Stalingrad to take out Vassili and thus crush Soviet morale. A renowned marksman and head of the German Army sniper school at Zossen, he lures Vassili into a trap and takes out two of his fellow snipers, but Vassili manages to escape. When the Red Army command learns of König's mission, they dispatch his former student Koulikov  to help Vassili kill him. However, König tricks Koulikov into revealing his position and kills him with a very skillful shot, shaking Vassili's spirits considerably. Khrushchev pressures Danilov to bring the sniper standoff to a conclusion. When Tania requests to be reassigned to the sniper division, Danilov asks Vassili to discourage her. Vassili attempts to do so, but relents when Tania tells him how her Jewish parents were murdered by the Germans. Danilov recruits young local boy Sacha Fillipov , who idolizes Vassili and does small jobs for the Germans in exchange for food, to act as a double agent by passing König false information about Vassili's whereabouts, thus giving Vassili a chance to ambush the Major. Vassili sets a trap for König and manages to wound him, but during a second attempt Vassili falls asleep after many hours and his sniper log is taken by a looting German soldier. The German command takes the log as evidence of Vassili's death and plans to send König home, but the Major does not believe that Vassili is dead. He tells Sacha where he will be next, suspecting that the boy will tell Vassili. Tania and Vassili have meanwhile fallen in love, and the jealous Danilov disparages Vassili in a letter to his superiors. König spots Tania and Vassili waiting for him at his next ambush, confirming his suspicions about Sacha. He kills the boy and hangs his body from a pole to bait Vassili. Vassili vows to kill König and sends Tania and Danilov to evacuate Sacha's mother  from the city, but Tania is wounded by shrapnel en route to the evacuation boats. Thinking her dead, Danilov laments his jealousy for Vassili and his resulting disenchantment with the communist cause. Finding Vassili waiting to ambush König, Danilov intentionally exposes himself in order to reveal the Major's position and is killed. Thinking he has killed Vassili, König goes to inspect the body, but realizes too late that he has fallen into a trap and is in Vassili's sights. He turns to face Vassili, who then kills him. Two months later, after Stalingrad has been liberated and the German forces have surrendered, Vassili finds Tania recovering in a field hospital.",negative,Valor,7.405,120224143.46724044,2000.0,True
1802219,Escape to Victory,1981,101325513.09284855,['United States of America'],"['Action/Adventure', 'Drama', 'War film']","Association football plays a central role of the film. A team of Allied prisoners of war , coached and led by English Captain John Colby   agree to play an exhibition match against a German team, only to find themselves involved in a German propaganda stunt. Colby is the captain and essentially the manager of the team and thus chooses his squad of players. American POW Hatch  is not initially chosen, but eventually nags the reluctant Colby into letting him on the team as the team's trainer. Hatch needs to be with the team to facilitate his upcoming escape attempt. Colby's superior officers repeatedly try to convince Colby to use the match as an opportunity for an escape attempt, but Colby consistently refuses, fearing that such an attempt will only result in getting his players killed. Meanwhile, Hatch has been planning his unrelated escape attempt, and Colby's superiors agree to help him, if he in return agrees to journey to Paris, make contact with the French Resistance, and try to convince them to help the soccer team escape. Hatch succeeds in escaping the prison camp, traveling to Paris, and finding the Resistance, at first, the Resistance decides that the plan to help the soccer team escape is too risky; but once they realise the game will be at the Colombes Stadium they plan the escape using a tunnel from the Paris sewer system to their showers in the players' changing room. They convince Hatch to let himself be re-captured, so he can pass information along back to the leading British officers at the prison camp. Hatch gets recaptured and is put in solitary confinement. Because he is in solitary confinement, the prisoners don't know whether an escape has been planned with the underground so Colby tells the Germans that he needs Hatch on the team because Hatch is the backup goalkeeper and the starting goalkeeper has broken his arm. Colby actually has to break the existing goalkeeper's arm because the Germans want proof of his injury before they will agree to let Hatch onto the team. In the end, the POWs can leave the German camp only to play the match; they are to be imprisoned again following the match. Despite the match officials being heavily biased towards the Germans, and the German team causing several deliberate injuries to the Allied players, a draw is achieved after great performances from Luis Fernandez , Carlos Rey  and Arthur Hayes . Hatch plays goalkeeper, and makes excellent saves including one last save from a penalty kick as time expires to deny the Germans the win, drawing the game 4–4. Before the penalty kick the POWs had scored a goal which was disallowed by the referee for a dubious offside decision, making the score 5–4, prompting the crowd to shout ""Victoire!"" The resistance's tunnelers break through to the showers in the dressing room at halftime  but the rest of the team  want to persuade him to carry on with the game, despite being behind at halftime. They manage to escape at the end of the game, amidst the confusion caused by the crowd storming the field after Hatch preserves the draw.",positive,Escape,6.877,36908159.52055536,1980.0,True
449352,Cross of Iron,1977,1073.9185680513394,"['Yugoslavia', 'West Germany', 'United Kingdom', 'Germany']","['Action/Adventure', 'Combat Films', 'Action', 'Drama', 'War film']","The movie opens with German children's song Hänschen klein mixed with black and white footage of prewar and war scenes, followed by a segue to color and a German platoon raid on a Russian forward outpost led by Corporal Steiner, the main character. An aristocratic Prussian officer, Captain Stransky , is posted as a new battalion commander in the Kuban bridgehead on the Eastern Front in 1943. Stransky proudly tells the regimental commander, Colonel Brandt , and his adjutant, Captain Kiesel ([[David Warner , that he applied for transfer from occupied France to front line duty in Russia so that he can win the Iron Cross. Veteran, highly-respected Corporal Steiner  leads his Wehrmacht infantry platoon on a reconnaissance patrol, during which his men capture a young Russian boy-soldier . When Stransky meets Steiner for the first time, he orders Steiner to shoot the prisoner in strict observance of a standing order. When Steiner refuses, Stransky prepares to shoot the boy himself, but at the last moment, Private Reisenauer  saves the boy by volunteering to do it. Later, Stransky informs Steiner that he has been promoted to Senior Sergeant, and is puzzled by Steiner's nonchalant response. Stransky also discovers that his adjutant, Lieutenant Triebig , is a closet homosexual when Stransky surreptitiously sees Triebig stroking the cheek of an enlisted orderly, Josef Keppler. While waiting for an anticipated attack, Steiner releases the young Russian only to see the boy killed by advancing Soviet troops. As Stransky cowers in his bunker, Lieutenant Meyer , the respected leader of Steiner's platoon, is killed while leading a successful counterattack. Steiner is wounded in the same battle trying to rescue a German soldier and is sent to a military hospital to recover. There, he is haunted by the faces of the dead men and the boy , and has a romantic liaison with a nurse . After he has recovered, Steiner is offered a home leave but decides instead to return to his men. When he arrives, Steiner is informed that Stransky has claimed that he led the successful counterattack, not Meyer, and has been nominated for the Iron Cross. Stransky named as witnesses Triebig , and Steiner. Stransky tries to persuade Steiner to corroborate his claim by promising to look after him after the war. Brandt questions Steiner in the hope that he will expose Stransky's lies, but Steiner only states that he hates all officers, even those as ""enlightened"" as Brandt and Kiesel, and requests a few days to ponder his answer. When his battalion is ordered to retreat, Stransky does not pass the order to Steiner's platoon, abandoning them. Making their way back through now enemy territory, the men stumble across and capture an all-female Russian detachment. While Steiner is busy, Zoll , a despised Nazi Party member, takes one of the women into the barn for his own private pleasure, only to have her bite off his genitals. He kills her. Meanwhile, the young soldier Dietz, left to guard the rest of the women alone, is distracted and killed as well. Disgusted, Steiner locks Zoll up with the vengeful Russian women, taking only their uniforms to use as a disguise. The platoon eventually reaches the German positions, sending a message ahead by radio so they can cross no man's land safely. Stransky suggests to Triebig that Steiner and his men could be 'mistaken' for Russians. Triebig orders his men to shoot down the incoming Germans; only Steiner and two others survive. Triebig denies responsibility, but Steiner kills him and goes looking for Stransky. At this moment, the Soviets launch a major assault. Brandt orders Kiesel to be evacuated, telling him that men like him will be needed to rebuild Germany after the war. Brandt then rallies the fleeing troops for a hopeless counterattack. Steiner confronts Stransky and contemplates shooting him, but instead contemptuously arms him and turns his back. Stung, Stransky accepts Steiner's challenge to earn his medal, and they head off to the fighting. The film closes with Stransky trying to figure out how to reload his MP40, while being shot at by an adolescent Russian soldier. When he begs Steiner for help, Steiner begins to laugh. The laughing continues through the credits and pictures of civilian victims from World War II and later conflicts.",negative,War,7.0,32057270.688099723,1970.0,True
42856,The Bridge on the River Kwai,1957,372917376.8313288,"['United States of America', 'United Kingdom']","['Ensemble Film', 'Drama', 'Adventure', 'War film']","After the surrender of Singapore in World War II, a unit of British soldiers is marched to a Japanese prison camp in western Thailand. They are paraded before the camp commandant, Colonel Saito , who informs them of his rules; all prisoners, regardless of rank, are to work on the construction of a bridge over the River Kwai to carry a new railway line to invade Burma. Their commander, Lt. Colonel Nicholson , reminds Saito that the Geneva Conventions exempt officers from manual labour. At the following morning’s parade, Nicholson orders his officers to remain behind when the enlisted men head off to work. Saito slaps him hard across the face with his copy of the conventions and threatens to have them shot, but Nicholson refuses to back down. When Major Clipton , the British medical officer, intervenes, Saito leaves the officers standing all day in the intense tropical heat. That evening, the officers are placed in a punishment hut, while Nicholson is locked in ‘the oven’, an iron box, without food or water. Clipton attempts to secure Nicholson's release, but Nicholson refuses to compromise. Meanwhile, the prisoners are working as little as possible and sabotaging whatever they can. Saito is concerned because, should he fail to meet his deadline, he would be obliged to commit seppuku . Using the anniversary of Japan's great victory in the 1905 Russo-Japanese War as an excuse to save face, he gives in, and Nicholson and his officers are released. Nicholson conducts an inspection and is shocked by what he finds. Against the protests of some of his officers, he orders Captain Reeves  and Major Hughes ([[John Boxer  to design and build a proper bridge, despite its military value to the Japanese, for the sake of his men's morale. The Japanese engineers had chosen a poor site, so the original construction is abandoned and a new bridge is begun 400 yards downstream. Meanwhile, three prisoners attempt to escape. Two are shot dead, but United States Navy Commander Shears , gets away, although badly wounded. After many days, Shears eventually stumbles into a village, whose people help him to escape by a boat. Shears is enjoying his recovery at the Mount Lavinia Hospital at Ceylon , when Major Warden  asks him to volunteer for a commando mission to destroy the bridge. Shears is horrified at the idea and reveals that he is not an officer at all. He was an enlisted man on the cruiser USS Houston. He switched uniforms with the dead Commander Shears after the sinking of their ship to get better treatment. Warden already knows this and has had ""Shears"" reassigned to British duty. Faced with the prospect of being charged with impersonating an officer, Shears has no choice but to volunteer; Warden gives him the ""simulated rank of major"". Meanwhile, Nicholson drives his men, even volunteering to have them work harder to complete the bridge on time. For Nicholson, its completion will exemplify the ingenuity and hard work of the British Army for generations. When he asks that their Japanese counterparts join in as well, a resigned Saito replies that he has already given the order. The commandos parachute in, although one is killed in a bad landing. The other three—Warden, Shears, and Canadian Lieutenant Joyce —reach the river with the assistance of Siamese women porters and their village chief, Khun Yai. Warden is wounded in an encounter with a Japanese patrol, and has to be carried on a litter. The trio reach the bridge in time and plant explosives underwater under cover of darkness. A train carrying soldiers and important dignitaries is scheduled to be the first to use the bridge the following afternoon, so Warden plans to destroy both at the same time. However, by dawn the water level has dropped, exposing the wire connecting the explosives to the detonator. Making a final inspection, Nicholson spots the wire and brings it to Saito's attention to the consternation of the commando team. As the train is heard approaching, Nicholson, with Saito in tow, hurries down to the riverbank to investigate. Joyce, hiding with the detonator, breaks cover and stabs Saito to death; Nicholson yells for help, while attempting to stop Joyce from reaching the detonator. Shears and Warden yell for Joyce to kill Nicholson, but Joyce is shot by Japanese fire. Shears then swims across the river to fulfill the mission, but is shot just before he reaches Nicholson. Recognising the dying Shears, Nicholson exclaims: ""What have I done?"" Warden fires his mortar, mortally wounding Nicholson. The dazed colonel stumbles towards the detonator and falls on it as he dies, just in time to blow up the bridge and send the train hurtling into the river below. As he witnesses the carnage, Clipton shakes his head uttering: ""Madness!... Madness!""",negative,Obsession,7.83,33596160.07489447,1950.0,True
6210573,The Desert Rats,1953,12603284.444555327,['United States of America'],"['War film', 'Drama', 'Black-and-white', 'Combat Films']","In mid-April 1941, during World War II, German Field Marshal Erwin Rommel  and his Afrika Korps have driven the British Army into headlong retreat across North Africa toward Egypt and the vital Suez Canal. Standing in Rommel's way is Tobruk, a constant threat to his supply lines. The 9th Australian Division are asked to hold the port for two months, at which time they are to be relieved. The defending Allied general ([[Robert Douglas  chooses English Captain ""Tammy"" MacRoberts , an experienced field officer, to take command of a company of newly-arrived, green Australian troops. The no-nonsense MacRoberts is disliked by the undisciplined Australians. He is surprised to see in their ranks his former schoolmaster, Tom Bartlett . Barlett, an alcoholic, later explains that after being dismissed from his job in England due to his drinking, he went to Australia and joined the army while intoxicated. MacRoberts offers to transfer him to a safer billet, but Bartlett turns him down. Because of the desperate situation, the inexperienced troops are sent directly into the front line. The men dig foxholes and prepare for Rommel's certain attack. The Allied general masses his artillery where he guesses the Germans will strike. His gamble pays off. Under cover of a sandstorm, they attack exactly where the general predicted and head directly at MacRoberts' men. In the fierce battle, Captain Currie is wounded. Lieutenant Harry Carstairs  abandons his vital post to go to his aid, in vain. After the Germans are beaten back, an infuriated MacRoberts vows to have Carstairs court-martialed for disobeying orders and leaving a dangerous hole in the line, but Bartlett persuades MacRoberts to retract his request. MacRoberts receives a field promotion to major, then a temporary one to lieutenant colonel after the general elevates him to command of his battalion of Australians. The general then decides to erode the besiegers' confidence by sending out small commando raids every night. MacRoberts' patrols do their part in exacting a toll on the enemy. One day, the general worries about reports of German heavy artillery being moved up, indicating an attack is imminent. The suspected location of the artillery's ammunition dump is too far away to be attacked by the usual nighttime raid, so MacRoberts proposes using trucks abandoned by the Italians to drive there in disguise and blow it up. MacRoberts leads 54 picked men in three trucks. The attack is a success, but Carstairs is killed and MacRoberts is wounded and captured. While he is being attended to, he meets Rommel, who has been shot by a strafing Spitfire. Although he is respectful to the field marshal, MacRoberts defiantly points out that Tobruk is a thorn in his side. Rommel is bemused by his brashness and orders that he be treated well. Later, as the prisoners are being transported, their trucks are attacked by British fighter aircraft. In the confusion, MacRoberts and Sergeant ""Blue"" Smith  get away. After an exhausting walk through the desert, they reach friendly lines. The Australians have now held on for eight months. In November, the general tells his officers that a relief column led by General Claude Auchinleck is headed for Tobruk. However, they need to take control of a key hill that overlooks the road that Auchinleck must use. The general asks MacRoberts to take his best company and hold the position for three days. On the morning of the ninth day, fearing that the men can take no more, MacRoberts orders a retreat, though Bartlett begs him to ask the men to hang on. To MacRoberts' surprise, the men refuse to leave. Bartlett overcomes his self-professed cowardice by manning the forward observation post, where survival is measured in hours. Just after the Germans bombard the hill, the Australians hear bagpipes announcing the arrival of Auchinleck's troops. After a hard-fought 242 days, the Allies have relieved Tobruk.",negative,Courage,6.3,,1950.0,True
